ID,Text,Entities,Relations
20598,	新华社曼谷11月17日电（记者杨依军 张崇防）当地时间11月17日下午，国家主席习近平应邀在曼谷举行的亚太经合组织工商领导人峰会上发表题为《坚守初心 共促发展 开启亚太合作新篇章》书面演讲，强调中国将坚定不移推动构建亚太命运共同体，为亚太稳定繁荣作出更多贡献。,国家(118-120): 亚太; 人物(37-44): 国家主席习近平; 国家(98-100): 中国; 机构(52-58): 亚太经合组织,"国家间<中国,亚太>; 国家间<亚太经合组织,中国>"
20604,	第一，筑牢和平发展的根基。遵循联合国宪章的宗旨和原则，树立共同、综合、合作、可持续的安全观，共同反对冷战思维和阵营对抗，搭建亚太安全架构。,机构(16-19): 联合国; 国家(63-65): 亚太,"国家-机构<亚太,联合国>"
20616,把稳中美关系航向 造福两国惠及世界,国家(2-3): 中; 国家(3-4): 美,"国家间<中,美>"
20622,在美国前国务卿基辛格看来，美中之间的和平与合作至关重要，符合两国和世界的利益。他呼吁美中两国共同推动双边关系重回正轨，“正如我50年前所相信的那样，我们能找到克服困难的出路”。,国家(1-3): 美国; 人物(1-10): 美国前国务卿基辛格; 国家(13-14): 美; 国家(14-15): 中; 国家(42-43): 美; 国家(43-44): 中,"国家间<美,中>; 国家-人物<美国,美国前国务卿基辛格>; 国家间<美,中>"
20628,事实证明，中美互利合作的动力依然强劲，民间交往基础依然深厚，空间依然广阔。保持沟通渠道畅通，多来往、多对话、多交流，增进彼此相互了解，是推动中美关系稳下来、好起来的有效途径。,国家(5-6): 中; 国家(6-7): 美; 国家(70-71): 中; 国家(71-72): 美,"国家间<中,美>; 国家间<中,美>"
20640,扎根亚太、建设亚太、造福亚太。中国积极倡导亚太合作，更以自身发展回馈亚太，以“一带一路”建设凝聚地区发展合力，带动亚太国家做好共同发展的“加法”。,国家(15-17): 中国; 国家(21-23): 亚太; 国家(57-61): 亚太国家,"国家间<中国,亚太>; 国家间<中国,亚太国家>"
20646,从高质量实施《区域全面经济伙伴关系协定》、开展中国-东盟自贸区3.0版谈判，到积极推进加入《全面与进步跨太平洋伙伴关系协定》《数字经济伙伴关系协定》，中国践行开放的区域主义，推动形成更高水平开放型经济新体制。,国家(23-25): 中国; 机构(26-28): 东盟; 国家(75-77): 中国,"国家-机构<中国,东盟>"
20658,世界在期待，中美关系尽快回到健康稳定发展轨道，两国共同维护世界和平稳定，应对全球性挑战，促进全球发展繁荣。,国家(6-7): 中; 国家(7-8): 美,"国家间<中,美>"
20664,万山磅礴看主峰，乱云飞渡仍从容。习近平主席的这次访问，必将继续推动中国与亚太携手开放发展，打造世界的和平稳定锚、增长动力源、合作新高地，同各方一道为世界和平与发展注入更多确定性，向人类更加美好的未来不断前进。,人物(16-21): 习近平主席; 国家(33-35): 中国; 国家(36-38): 亚太,"国家间<中国,亚太>; 国家-人物<中国,习近平主席>"
20670,亚太经合组织第三十次领导人非正式会议即将在美国旧金山举行。当前，亚太地区局势总体稳定，区域合作不断取得进展，和平发展、合作共赢是主流。同时，世界进入新的动荡变革期，地缘政治紧张与经济格局演变叠加，冲击亚太地区发展环境和合作架构。国际社会期待此次会议发挥亚太引领作用，凝聚亚太共识，推动各方共同构建开放包容、创新增长、互联互通、合作共赢的亚太命运共同体。,机构(0-6): 亚太经合组织; 国家(21-23): 美国; 国家(32-36): 亚太地区,"国家-机构<美国,亚太经合组织>; 国家-机构<亚太地区,亚太经合组织>"
20676,“中国愿同各方一道，以发展为主题，扩大开放，促进区域经济一体化、互联互通，推进改革创新，共同绘制亚太合作的宏伟画卷。”2016年，习近平主席提出亚太发展与合作的中国方案：以发展为主轴，以区域经济一体化、互联互通、改革创新为支撑，以伙伴关系为保障，形成亚太经合组织中长期合作架构，擘画通往亚太共同体的路线图。,国家(1-3): 中国; 国家(48-50): 亚太; 人物(65-70): 习近平主席; 国家(80-82): 中国; 国家(72-74): 亚太; 机构(125-131): 亚太经合组织,"国家间<中国,亚太>; 国家-人物<习近平主席,中国>; 国家间<亚太,中国>; 国家-机构<亚太经合组织,中国>"
20688,今年是中国改革开放45周年。在这一特殊年份回望中国与亚太、中国与世界的关系，其中蕴含的历史启迪弥足珍贵。改革开放后，中国参与的第一个区域经济合作组织就是亚太经合组织。中国循序渐进推进改革，加速对外开放步伐，在实现自身发展的同时，同亚太乃至世界分享发展机遇。,国家(3-5): 中国; 国家(23-25): 中国; 国家(26-28): 亚太; 国家(58-60): 中国; 机构(76-82): 亚太经合组织; 国家(83-85): 中国; 国家(115-117): 亚太,"国家间<中国,亚太>; 国家-机构<中国,亚太经合组织>; 国家间<中国,亚太>"
20694,“中方对于经济规律和市场原则的尊重，给亚太经济体树立了榜样”“中国坚持真正的多边主义、坚定维护多边贸易体制，将助力推进亚太自由贸易区进程”“中国在推动区域经济一体化方面起到的作用是如此重要，在这个时间点，我们需要中国在亚太、在全球引领这一进程”“中国积极支持全球与区域经济复苏，亚太地区实现和平稳定与繁荣发展离不开中国贡献”……在当前国际环境下，国际人士对于中国经济与亚太合作的生动观察，凸显“亚太是个大家庭，中国是大家庭中的一员。中国发展离不开亚太，亚太繁荣也离不开中国”。,国家(1-3): 中方; 国家(19-21): 亚太; 国家(31-33): 中国; 国家(59-61): 亚太; 国家(70-72): 中国; 国家(106-108): 中国; 国家(109-111): 亚太; 国家(139-143): 亚太地区; 国家(157-159): 中国; 国家(123-125): 中国; 国家(179-181): 中国; 国家(196-199): “亚太; 国家(205-207): 中国; 国家(216-218): 中国; 国家(223-225): 亚太; 国家(226-228): 亚太; 国家(234-236): 中国,"国家间<中方,亚太>; 国家间<中国,亚太>; 国家间<中国,亚太>; 国家间<亚太地区,中国>; 国家间<“亚太,中国>; 国家间<中国,亚太>; 国家间<中国,亚太>"
20700,积极践行亲诚惠容理念，全面发展同周边国家的友好合作关系；携手推进高质量共建“一带一路”，促进亚太互联互通建设水平提升；倡议设立亚洲基础设施投资银行，为区域基础设施建设提供融资支持；高标准举办广交会、服贸会、消博会、链博会等国际展会，与各方携手谱写开放合作、互利共赢故事；刚刚落幕的第六届进博会取得丰硕成果，按年计意向成交创历届新高，金额达784.1亿美元、比上届增长6.7%……中国坚持推进高水平对外开放，不断以中国新发展为亚太和世界提供新机遇，为推动建设开放型世界经济贡献中国力量。,国家(189-191): 中国; 国家(212-214): 亚太; 国家(117-119): 各方,"国家间<中国,亚太>; 国家间<中国,各方>"
20706,柬埔寨东部磅湛省出产的香蕉绝大部分运往中国市场。随着越来越多的新鲜水果相继获准出口中国，柬埔寨水果种植业发展迅速。柬埔寨农林渔业大臣邓迪那表示，水果出口中国市场，对柬埔寨而言是重要机遇；,国家(0-3): 柬埔寨; 国家(19-21): 中国; 国家(41-43): 中国; 国家(44-47): 柬埔寨; 国家(57-60): 柬埔寨; 人物(57-68): 柬埔寨农林渔业大臣邓迪; 国家(76-78): 中国; 国家(82-85): 柬埔寨,"国家间<柬埔寨,中国>; 国家间<中国,柬埔寨>; 国家-人物<柬埔寨农林渔业大臣邓迪,柬埔寨>; 国家-人物<中国,柬埔寨农林渔业大臣邓迪>"
21918,	——中国将坚定不移推进改革开放，为亚太经济发展提供助力。中国致力于推进高标准市场体系建设，推动重要领域和关键环节改革取得新进展。中国将打造高水平、制度型对外开放格局，持续优化营商环境，鼓励自由贸易试验区创新发展。中国已批准《区域全面经济伙伴关系协定》，并申请加入《全面与进步跨太平洋伙伴关系协定》，将在履约和谈判进程中继续压减外资准入负面清单，推动农业和制造业全方位开放，加大服务业开放力度，依法给予内外资企业同等待遇。,国家(3-5): 中国; 国家(18-20): 亚太; 国家(29-31): 中国; 国家(65-67): 中国; 国家(107-109): 中国,"国家间<亚太,中国>"
21936,在仪式现场，亚太森博日照工业园区负责人吴和平对大家践行集团核心价值观、实现项目又快又好建设表示肯定。PM14开机试生产是亚太森博山东公司由“浆”向“纸”延链、补链、强链的重要标志，对于提高产品附加值、不断提高工业园区的综合竞争力有重要意义。,人物(19-22): 吴和平; 机构(6-16): 亚太森博日照工业园区,"机构-人物<亚太森博日照工业园区,吴和平>"
21954,亚太6E卫星于2023年1月13日凌晨，由长征二号丙运载火箭从西昌卫星发射中心成功发射。亚太6E卫星是中国航天科技集团所属长城公司协同一院、五院，根据国际航天市场形势，抓住低总价、高性能的中小型通信卫星细分市场需求，推出的全新通信卫星产品，其所采用的东方红三号E卫星平台，秉持技术经济一体化设计，提高性能水平和竞争力，是中国航天未来国际市场开拓的主力平台之一。,国家(51-53): 中国; 机构(52-59): 国航天科技集团; 国家(160-162): 中国,"国家-机构<中国,国航天科技集团>"
21960,1月13日2时10分，我国在西昌卫星发射中心使用长征二号丙运载火箭，成功将亚太6E卫星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功。新华社发（刘光辉摄）,国家(11-13): 我国; 机构(14-22): 西昌卫星发射中心,"国家-机构<我国,西昌卫星发射中心>"
21966,	白宫当晚公布了美日领导人联合声明，双方重申对朝鲜半岛彻底无核化的承诺，并称需要与中国在共同利益领域展开合作。,机构(1-3): 白宫; 国家(8-9): 美; 国家(9-10): 日; 国家(41-43): 中国,"国家间<美,日>; 国家间<美,中国>; 国家间<日,中国>"
21972,	浩渺行无极，扬帆但信风。我们坚信，中国经济持续健康发展，必将为亚太发展带来更大机遇；以中国式现代化全面推进中华民族伟大复兴，必将为亚太长治久安和可持续发展作出更大贡献。,国家(18-20): 中国; 国家(32-34): 亚太; 国家(44-46): 中国; 国家(66-68): 亚太,"国家间<亚太,中国>; 国家间<中国,亚太>"
30185,中国的发展受益于亚太，也用自身发展回馈亚太、造福亚太。中国将坚持高质量发展，推进高水平对外开放，以中国式现代化为推动实现世界各国的现代化提供新机遇。,国家(0-2): 中国; 国家(8-10): 亚太; 国家(19-21): 亚太; 国家(24-26): 亚太; 国家(27-29): 中国; 国家(49-51): 中国,
30191,中国是亚太地区最重要的经济体之一，经济增长潜能巨大，为促进地区经济增长作出重要贡献。亚洲开发银行发布的《2023年亚洲经济一体化报告》显示，中国对亚太地区的经济增长贡献率达64.2%，并且贡献了亚太地区37.6%的货物贸易增长和44.6%的服务贸易增长。中方坚定推动深化互信、包容、合作、共赢的亚太伙伴关系，建设和平稳定、共同富裕、清洁美丽、守望相助的亚太，为亚太和全球发展繁荣带来新机遇、增添新动力。,国家(0-2): 中国; 国家(70-72): 中国; 国家(3-7): 亚太地区; 国家(73-77): 亚太地区; 国家(97-101): 亚太地区; 国家(127-129): 中方; 国家(176-178): 亚太; 国家(147-149): 亚太; 国家(180-182): 亚太,"国家间<中国,亚太地区>; 国家间<中国,亚太地区>"
