Entity,Relation,Sentiment
联合国教科文组织,,positive
全球移动通信系统协会,,positive
美中贸易全国委员会,,positive
中国,,positive
中国相关政府部门、智库、企业代表,,positive
亚太,"国家间<亚太,亚太>",positive
亚太,"国家-机构<各方,亚太经合组织>",positive
亚太经合组织,"国家间<各方,亚太>",positive
亚太经合组织,"国家-人物<斯蒂芬·雅各比,中国>",positive
亚太经合组织工商咨询委员会前执行董事、新西兰国际贸易论坛执行董事斯蒂芬·雅各比,"国家间<中国,全球>",positive
中,"国家间<中,美>",positive
美国,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
亚太经合组织,"国家-人物<亚太,习近平主席>",positive
亚太,"国家间<中国,亚太国家>",positive
中国,"国家-机构<中国,东盟>",positive
中,"国家间<中,美>",positive
习近平主席,"国家间<中国,亚太>",positive
习近平主席,,neutral
亚太,,neutral
印度尼西亚,,neutral
柬埔寨,,neutral
金港高速监控服务中心,,neutral
菲律宾,"机构间<中国,亚洲>",positive
菲律宾金砖国家政策研究会,"国家-人物<赫尔曼·劳雷尔,中国>",positive
赫尔曼·劳雷尔,"国家-人物<安玉花,中国>",positive
中国,"国家间<中国,各方>",positive
各方,"国家-人物<中国,哥伦比亚国际法专家莉娜·露娜>",positive
哥伦比亚,"国家间<各国,中国>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,世界>",positive
亚太,"国家间<亚太,亚太>",positive
泰国,,positive
亚太,,positive
美国,"国家间<美国,日本>",positive
美空军空中机动司令部,"国家间<美国,澳大利亚>",positive
美空军空中机动司令部指挥官,"国家-人物<美空军空中机动司令部指挥官,美国>",positive
美国,"国家-机构<美空军空中机动司令部,美国>",positive
美,"国家间<美,亚太>",positive
亚太,"国家间<美,日本>",positive
日本,"国家间<美,亚太>",positive
美,"国家间<美,亚太>",positive
美海军,"国家间<美,亚太>",positive
亚太,"国家间<亚太,亚太>",positive
亚太,"国家-机构<亚太经合组织,亚太>",neutral
亚太,"国家间<中国,亚太>",positive
美国,,neutral
亚太经合组织,,neutral
王毅,"国家间<中,美>",positive
中,"机构-人物<习近平主席,APEC>",positive
美,"国家间<中,美>",positive
习近平主席,"国家-人物<美国,习近平主席>",positive
APEC,"机构-人物<习近平主席,APEC>",positive
拜登,"国家间<中,美>",positive
拜登,"国家间<美国,中国>",positive
习近平主席,"国家-人物<拜登,中国>",positive
美国,"国家间<美,中>",positive
中国,"国家间<中国,美国>",positive
中国,"国家间<美国,中国>",positive
习近平主席,"国家-人物<习近平主席,美国>",positive
美国友好团体,"国家间<中,美>",positive
习近平主席,"国家间<亚太,中国>",positive
亚太,"国家-人物<习近平主席,亚太>",positive
王毅,"国家间<中,俄>",positive
习近平主席,"国家间<中,美>",positive
中,"国家-机构<中国,首届中国－中亚峰会>",positive
俄,"国家-机构<中国,第三届“一带一路”国际合作高峰论坛>",positive
中,"国家-机构<中国,金砖国家>",positive
美,"国家-机构<中国,APEC>",positive
亚太,"国家间<中国,亚太>",positive
国家主席习近平,"国家间<亚太经合组织,中国>",positive
联合国,"国家-机构<亚太,联合国>",neutral
中,"国家间<中,美>",positive
美国,"国家间<美,中>",positive
美国前国务卿基辛格,"国家-人物<美国,美国前国务卿基辛格>",positive
美,"国家间<美,中>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太国家>",positive
中国,"国家-机构<中国,东盟>",positive
中,"国家间<中,美>",positive
习近平主席,"国家间<中国,亚太>",positive
中国,"国家-人物<中国,习近平主席>",positive
亚太经合组织,"国家-机构<美国,亚太经合组织>",positive
美国,"国家-机构<亚太地区,亚太经合组织>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家-人物<习近平主席,中国>",positive
习近平主席,"国家间<亚太,中国>",positive
中国,"国家-机构<亚太经合组织,中国>",positive
中国,"国家间<中国,亚太>",positive
中国,"国家-机构<中国,亚太经合组织>",positive
亚太,"国家间<中国,亚太>",positive
中方,"国家间<中方,亚太>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<亚太地区,中国>",positive
中国,"国家间<“亚太,中国>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家间<中国,各方>",positive
柬埔寨,"国家间<柬埔寨,中国>",positive
中国,"国家间<中国,柬埔寨>",positive
中国,"国家-人物<柬埔寨农林渔业大臣邓迪,柬埔寨>",positive
柬埔寨,"国家-人物<中国,柬埔寨农林渔业大臣邓迪>",positive
中国,"国家间<亚太,中国>",positive
吴和平,"机构-人物<亚太森博日照工业园区,吴和平>",positive
中国,"国家-机构<中国,国航天科技集团>",positive
我国,"国家-机构<我国,西昌卫星发射中心>",positive
白宫,"国家间<美,日>",positive
美,"国家间<美,中国>",positive
日,"国家间<日,中国>",positive
中国,"国家间<亚太,中国>",positive
亚太,"国家间<中国,亚太>",positive
中国,,positive
亚太,,positive
亚太,,positive
亚太,,positive
中国,,positive
中国,,positive
中国,"国家间<中国,亚太地区>",positive
中国,"国家间<中国,亚太地区>",positive
亚太,,neutral
亚太,,neutral
亚太经合组织,,neutral
中国,"国家间<中国,各方>",positive
中,"国家间<中,老>",positive
老,"国家间<中,老>",positive
印度尼西亚,,neutral
习近平,,positive
亚太,,positive
亚太,,positive
亚太,,positive
亚太,,positive
习近平,"国家间<中国,亚太>",positive
中,"国家间<中,美>",positive
美国,"国家-人物<美国,美国前国务卿基辛格>",positive
美国前国务卿基辛格,"国家间<美,中>",positive
美,"国家间<美,中>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
亚太,"国家间<亚太,亚太>",positive
亚太,"国家间<中国,亚太>",positive
中国,"国家间<中国,东盟>",positive
中,"国家间<中,美>",positive
习近平主席,"国家间<中国,亚太>",positive
习近平总书记,,positive
中,"国家间<中,缅>",positive
缅,"国家间<中,缅>",positive
亚太,"国家-人物<印度尼西亚,习近平主席>",positive
亚太,,positive
习近平主席,,positive
亚太,,positive
亚太,"国家-机构<亚太,亚太经合组织>",positive
亚太经合组织,"国家间<中国,各方>",positive
中国,"国家间<中国,亚太地区>",positive
亚太地区,"国家间<其他成员国,中国>",positive
亚太,"国家-人物<习近平主席,亚太>",positive
亚太经合组织,,positive
亚太经合组织,,positive
中国,"国家间<中国,亚太>",positive
亚太地区,"国家间<亚太,亚太>",positive
习主席,"国家间<亚太,亚太>",positive
习近平主席,"国家间<亚太,亚太>",positive
美国,"国家间<美国,亚太地区>",negative
亚太地区,"国家间<美国,东南亚国家>",negative
亚太经合组织,"国家-机构<新加坡,亚太经合组织>",positive
习近平主席,"国家间<中,美>",positive
中,"国家间<中,美>",positive
美,"国家间<中,美>",positive
中,"国家间<中,美>",positive
王毅,"国家-机构<美国,APEC>",positive
APEC,"国家-机构<亚太,APEC>",positive
习近平主席,"国家-人物<中国,习近平主席>",positive
中国,"国家间<华,各方>",positive
中国,"国家-机构<美,美商务部>",positive
习近平主席,"机构-人物<美商务部,美商务部长雷蒙多>",positive
中国,"国家-人物<美,美商务部长雷蒙多>",positive
中国,"国家间<美国,中国>",positive
习近平主席,"国家间<美方,中国>",positive
越南,"机构-人物<云雾山专业合作社负责人何辉,云雾山专业合作社>",neutral
老挝,"国家-人物<越南,云雾山专业合作社负责人何辉>",neutral
云雾山专业合作社负责人何辉,"国家-人物<老挝,云雾山专业合作社负责人何辉>",neutral
亚太,"国家-机构<亚太地区,亚太经合组织>",positive
亚太经合组织,"国家间<中国,亚太>",positive
亚太地区,"国家间<亚太,各方>",positive
印度尼西亚,"国家-机构<印度尼西亚,印度尼西亚大学>",negative
印度尼西亚大学国际关系专家约恩·马哈茂迪,"国家-人物<印度尼西亚,印度尼西亚大学国际关系专家约恩·马哈茂迪>",negative
印度尼西亚大学,"机构-人物<印度尼西亚大学,印度尼西亚大学国际关系专家约恩·马哈茂迪>",negative
美国,"国家间<美国,亚太地区国家>",negative
亚太地区国家,"国家-机构<美国,北约>",negative
北约,"国家-机构<亚太,北约>",negative
禹守根,"国家-机构<美国,北约>",neutral
美国,"国家-机构<亚太地区,北约>",neutral
日本,"国家-人物<日本,米利>",positive
米利,"国家-人物<日本,日本防卫大臣滨田靖一>",positive
日本,"国家间<日,美>",positive
日本防卫大臣滨田靖一,"国家间<日本,美国>",positive
滨田靖一,"国家间<美国,亚太地区>",positive
日,"国家间<日,美>",positive
美,"国家-人物<美国,岸田>",positive
印太地区,"国家-人物<日本,米利>",positive
日本,"国家-人物<美国,美国空军参谋长布朗>",positive
美国,"国家-人物<美国,俄罗斯、朝鲜、伊朗以及暴力极端分子>",positive
秘鲁,"国家-机构<秘鲁,APEC>",positive
亚太经合组织,"国家-人物<美国,美国总统拜登>",positive
美国总统拜登,"国家-人物<中国,中国国家主席习近平>",positive
美国,"国家间<中国,亚太>",positive
中国,"国家间<中国,亚太>",positive
中国国家主席习近平,"国家间<中国,亚太>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟国家>",positive
中国,"国家间<中国,越南>",positive
东盟国家,"国家间<中国,泰国>",positive
越南,"国家间<中国,菲律宾>",positive
泰国,"国家间<中国,印度尼西亚>",positive
泰国,,positive
越南,,positive
越南,,positive
泰国,,positive
中国,"国家间<中国,东盟国家>",positive
东盟,"国家间<中国,东盟>",positive
中国,"机构-人物<火船咖啡中国市场部,火船咖啡中国市场部负责人蒋嘉雯>",positive
火船咖啡中国市场部,"国家-机构<中国,火船咖啡中国市场部>",positive
火船咖啡中国市场部负责人蒋嘉雯,"国家-人物<中国,火船咖啡中国市场部负责人蒋嘉雯>",positive
印尼,"国家-机构<印尼,印尼火船集团>",positive
印尼火船集团,"机构-人物<正大集团,正大集团资深副董事长谢毅>",positive
中国,"国家间<中国,老挝>",positive
中国,"国家间<中国,东盟>",positive
东盟,"国家间<中国,东盟地区>",positive
中国,"国家间<中国,东盟>",neutral
覃伟中,"国家间<APEC各成员经济体,亚太>",positive
中国,"国家-人物<中国,中国医生崔伟>",neutral
中国医生崔伟,"国家-人物<越南,中国医生崔伟>",neutral
越南,"国家-人物<新加坡,福建名医吴瑞甫>",neutral
习近平,"国家间<中国,亚太>",positive
商务部国际贸易经济合作研究院绿色经贸中心主任许英明,"机构-人物<商务部国际贸易经济合作研究院绿色经贸中心,商务部国际贸易经济合作研究院绿色经贸中心主任许英明>",positive
商务部国际贸易经济合作研究院绿色经贸中心,"国家间<中国,东盟>",positive
习近平,"国家-人物<中国,习近平>",positive
中国,"国家间<中国,亚太>",positive
亚太,"国家-人物<新加坡,新加坡时政评论员翁德生>",positive
印尼《国际日报》高级记者叶露,"国家-机构<印尼,印尼《国际日报》>",positive
印尼,"国家-人物<印尼,印尼《国际日报》高级记者叶露>",positive
印尼《国际日报》,"机构-人物<印尼《国际日报》,印尼《国际日报》高级记者叶露>",positive
APEC,"国家-机构<亚太地区,APEC>",positive
亚太地区,"机构-人物<APEC,习近平主席>",positive
亚太地区,"国家-机构<亚太地区,亚太经合组织>",positive
中国,"国家-机构<中国,中国动力电池制造企业蜂巢能源>",positive
中国动力电池制造企业蜂巢能源,"国家-机构<泰国,中国动力电池制造企业蜂巢能源>",positive
泰国,"国家-机构<泰国,泰国工业部>",positive
